Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
35,0.5807746052742004,0.5595633387565613,0.9257128238677979,0.9258570671081543
36,0.5811138153076172,0.5599076151847839,0.9247064590454102,0.9217478036880493
37,0.5815258026123047,0.5600706934928894,0.9233059287071228,0.9259353280067444
38,0.5818206667900085,0.5602523684501648,0.9269540309906006,0.9241742491722107
39,0.5822213292121887,0.5604490637779236,0.9264005422592163,0.9285182952880859
40,0.5824081301689148,0.5607115030288696,0.9296377301216125,0.9276377558708191
41,0.5826471447944641,0.5608434081077576,0.9251593351364136,0.9228631854057312
42,0.5830463767051697,0.561005175113678,0.9277172088623047,0.9320992231369019
43,0.5833336710929871,0.5613390207290649,0.9338057637214661,0.9322166442871094
44,0.5836062431335449,0.5616985559463501,0.9307615160942078,0.9283422231674194
45,0.5840953588485718,0.5619702935218811,0.9326149225234985,0.9346430897712708
46,0.5843963623046875,0.562321662902832,0.9349798560142517,0.9334298968315125
47,0.5848316550254822,0.5625833868980408,0.9356256127357483,0.940650463104248
48,0.5850993990898132,0.5630810260772705,0.9434082508087158,0.939437210559845
49,0.5855175852775574,0.563540518283844,0.937185525894165,0.939143717288971
50,0.5860149264335632,0.5638587474822998,0.9422677159309387,0.9414918422698975
51,0.5864924192428589,0.564237654209137,0.9449933171272278,0.9476361870765686
52,0.5869070887565613,0.5647029280662537,0.9484736919403076,0.9475579261779785
53,0.5872825980186462,0.5650426745414734,0.9471653699874878,0.9460511803627014
54,0.5876920223236084,0.5651586651802063,0.94791179895401,0.9492603540420532
55,0.5877832770347595,0.5655859708786011,0.9497735500335693,0.9460316300392151
56,0.587928831577301,0.5657234191894531,0.9445487856864929,0.9465404152870178
57,0.5884555578231812,0.5657990574836731,0.9498574137687683,0.9493581652641296
58,0.5885031223297119,0.5661829113960266,0.9474840760231018,0.9447792768478394
59,0.589008629322052,0.5665034651756287,0.9478362798690796,0.9477927088737488
60,0.5891627669334412,0.5666822791099548,0.9488930106163025,0.9471274018287659
61,0.5893983840942383,0.5667862296104431,0.9475763440132141,0.9482427835464478
62,0.5895728468894958,0.5666044354438782,0.9506793022155762,0.9500234723091125
63,0.5896609425544739,0.5669515132904053,0.9494884014129639,0.9479688405990601
64,0.5899674892425537,0.5669739842414856,0.9498238563537598,0.9499843716621399
65,0.5899603962898254,0.567188024520874,0.9497735500335693,0.9487320184707642
66,0.5900861620903015,0.567248523235321,0.9503438472747803,0.9495146870613098
67,0.5901099443435669,0.5674003958702087,0.9489684700965881,0.9467360973358154
68,0.5902083516120911,0.5674299001693726,0.9469137787818909,0.9474014043807983
69,0.5903831720352173,0.5671645998954773,0.951098620891571,0.952078104019165
70,0.590312659740448,0.5675663948059082,0.9496645331382751,0.945953369140625
71,0.5907472968101501,0.5677041411399841,0.9492116570472717,0.9506887793540955
72,0.5908576846122742,0.5678476691246033,0.9507883191108704,0.9499647617340088
73,0.5910162925720215,0.5679458975791931,0.9513250589370728,0.9505518078804016
74,0.5910930037498474,0.568049430847168,0.9507464170455933,0.9498669505119324
75,0.5911931395530701,0.568181037902832,0.9503018856048584,0.9491233825683594
76,0.5913629531860352,0.5683200359344482,0.9500167965888977,0.9488298296928406
77,0.5914731025695801,0.5681294798851013,0.9508805871009827,0.9513540863990784
78,0.591390073299408,0.5681378841400146,0.9523985385894775,0.9500821828842163
79,0.5915448665618896,0.5683141350746155,0.9505786895751953,0.9504930973052979
80,0.5916092395782471,0.5683879256248474,0.9510399103164673,0.9504735469818115
81,0.591605007648468,0.5681903958320618,0.9531533122062683,0.9520976543426514
82,0.591634213924408,0.5682178139686584,0.9526417255401611,0.9511584043502808
83,0.5917389988899231,0.5684258341789246,0.9519205093383789,0.9501017332077026
84,0.5918958783149719,0.5686360001564026,0.9499496817588806,0.9497495293617249
85,0.5919637084007263,0.5686874985694885,0.9514424800872803,0.950806200504303
86,0.5921115279197693,0.5686537027359009,0.9509224891662598,0.949319064617157
87,0.5922367572784424,0.5685560703277588,0.9509392976760864,0.951334536075592
88,0.592332661151886,0.5686265826225281,0.9524152874946594,0.951784610748291
89,0.5924013257026672,0.5687701106071472,0.9520966410636902,0.951041042804718
90,0.592553436756134,0.5690118670463562,0.9507547616958618,0.9489472508430481
91,0.5927647352218628,0.5687841176986694,0.9514676332473755,0.9518041610717773
92,0.5927059650421143,0.5686623454093933,0.953673243522644,0.9525477290153503
93,0.5928065776824951,0.5689614415168762,0.9516605138778687,0.9508649110794067
94,0.5929847359657288,0.5689830183982849,0.9528597593307495,0.9508649110794067
95,0.5931613445281982,0.569199800491333,0.9510147571563721,0.9505518078804016
96,0.5931941270828247,0.5693252682685852,0.9512327909469604,0.9492994546890259
97,0.5933826565742493,0.569031298160553,0.9513753652572632,0.9518041610717773
98,0.593248188495636,0.568789005279541,0.9535139203071594,0.9523129463195801
99,0.5932545065879822,0.5689892172813416,0.9535139203071594,0.9518433213233948
100,0.5933838486671448,0.5691620707511902,0.9523817300796509,0.9509236216545105
101,0.5934351682662964,0.5688750147819519,0.9532120227813721,0.9529978036880493
102,0.5933614373207092,0.5691013932228088,0.9531533122062683,0.9514323472976685
103,0.5935598015785217,0.5692436695098877,0.9527255892753601,0.9511584043502808
104,0.5936952233314514,0.5694911479949951,0.9511237740516663,0.9505322575569153
105,0.5937368273735046,0.56953364610672,0.9527591466903687,0.9514127969741821
106,0.5938935279846191,0.5697799324989319,0.9513670206069946,0.9497886896133423
107,0.5940282344818115,0.5698707103729248,0.9508805871009827,0.9494755864143372
108,0.5940889716148376,0.5697218179702759,0.9513586163520813,0.9506300687789917
109,0.5940183997154236,0.5695812106132507,0.9525662660598755,0.9522737860679626
110,0.5939916372299194,0.5699687600135803,0.9519372582435608,0.949906051158905
111,0.5942223072052002,0.5701524615287781,0.9506205916404724,0.9499452114105225
112,0.5943211913108826,0.5697835087776184,0.9528681635856628,0.9526064395904541
113,0.5943306088447571,0.5697208642959595,0.9543022513389587,0.9531934857368469
114,0.5944618582725525,0.5702789425849915,0.9524404406547546,0.9500039219856262
115,0.5946464538574219,0.5705553889274597,0.9511740803718567,0.9499843716621399
116,0.5948603749275208,0.5702500343322754,0.9524320960044861,0.9535456895828247
117,0.5947607755661011,0.5704073309898376,0.9536564946174622,0.9507279396057129
118,0.595036506652832,0.5702560544013977,0.9528430104255676,0.9534478783607483
119,0.5949846506118774,0.5705360770225525,0.9541177749633789,0.9513932466506958
120,0.5952906012535095,0.5708301663398743,0.9525075554847717,0.9518041610717773
121,0.5953453183174133,0.5710950493812561,0.952448844909668,0.9508649110794067
122,0.5957164168357849,0.5710857510566711,0.9525494575500488,0.9531152248382568
123,0.5955475568771362,0.5713042616844177,0.9551911950111389,0.9519606828689575
124,0.5959010720252991,0.5713200569152832,0.9522559642791748,0.9516084790229797
125,0.5959559082984924,0.5713237524032593,0.9524824023246765,0.9511193037033081
126,0.5961505174636841,0.5712876915931702,0.9528010487556458,0.9521955251693726
127,0.5961499810218811,0.5714757442474365,0.9534720182418823,0.9518237113952637
128,0.5962582230567932,0.5715261101722717,0.9508218765258789,0.9515889286994934
129,0.5960792303085327,0.571464478969574,0.9547635316848755,0.9540349245071411
130,0.596491277217865,0.5717764496803284,0.9538745284080505,0.9521172642707825
131,0.596660852432251,0.5720361471176147,0.953673243522644,0.9516476392745972
132,0.5967888236045837,0.5719904899597168,0.9517779350280762,0.9517063498497009
133,0.5969931483268738,0.571669340133667,0.9543525576591492,0.9543284177780151
134,0.5968629717826843,0.5717146992683411,0.9567678570747375,0.955443799495697
135,0.5969996452331543,0.5722450017929077,0.9548977017402649,0.9529978036880493
136,0.5971546769142151,0.5725457072257996,0.9527842998504639,0.95006263256073
137,0.5973175764083862,0.5723893046379089,0.9518449902534485,0.9533891677856445
138,0.5972679853439331,0.5719467997550964,0.9557950496673584,0.9555612206459045
139,0.5971777439117432,0.5720127820968628,0.9562982320785522,0.9546806216239929
140,0.5973217487335205,0.5727742314338684,0.9538074731826782,0.9505518078804016
141,0.5974506735801697,0.5730286240577698,0.9519037008285522,0.9502778649330139
142,0.5977897047996521,0.5727202892303467,0.9539416432380676,0.9539762139320374
143,0.5978491306304932,0.5728686451911926,0.9550486207008362,0.9538196325302124
144,0.5981107950210571,0.5728433132171631,0.9548808932304382,0.9541131854057312
145,0.5981536507606506,0.5730380415916443,0.9547048211097717,0.9532130360603333
146,0.5982493162155151,0.5729116797447205,0.9551828503608704,0.9540349245071411
147,0.5983087420463562,0.5732179284095764,0.9548641443252563,0.9541131854057312
148,0.5983321070671082,0.5733799338340759,0.9549815654754639,0.9530173540115356
149,0.5985442399978638,0.5734498500823975,0.9532623291015625,0.9543088674545288
150,0.5984557271003723,0.5734019875526428,0.955467939376831,0.9539175033569336
151,0.5986630320549011,0.5733032822608948,0.9553840756416321,0.9543088674545288
152,0.5986852049827576,0.573948323726654,0.9553505778312683,0.953271746635437
153,0.5990817546844482,0.5738258957862854,0.9529520273208618,0.9536044001579285
154,0.5991771221160889,0.5739683508872986,0.9547131657600403,0.9539370536804199
155,0.5991789698600769,0.5740054249763489,0.9552080035209656,0.9536631107330322
156,0.5993756055831909,0.5740591883659363,0.9534720182418823,0.9524890184402466
157,0.5992218852043152,0.5738906860351562,0.9548389911651611,0.9543675780296326
158,0.5993544459342957,0.5739810466766357,0.9551408886909485,0.9539762139320374
159,0.5995122790336609,0.5743147730827332,0.9542686939239502,0.952293336391449
160,0.599675714969635,0.5742021203041077,0.9540925621986389,0.954171895980835
161,0.5998654961585999,0.5741831660270691,0.9551408886909485,0.9540544748306274
162,0.6000097393989563,0.5746910572052002,0.9539080858230591,0.9512366652488708
163,0.6001186966896057,0.5747182965278625,0.9531700611114502,0.9544066786766052
164,0.6002770066261292,0.5751570463180542,0.9539332389831543,0.9514910578727722
165,0.6005390882492065,0.5752642154693604,0.9524152874946594,0.9514519572257996
166,0.6006574034690857,0.5748259425163269,0.9537068009376526,0.954171895980835
167,0.6006563305854797,0.5750105977058411,0.955426037311554,0.9541327357292175
168,0.6008229851722717,0.575117826461792,0.9541009664535522,0.9544262886047363
169,0.600662112236023,0.575262725353241,0.9561640620231628,0.9543479681015015
170,0.6011366248130798,0.5761215090751648,0.9531113505363464,0.9511193037033081
171,0.6013789772987366,0.5759503245353699,0.9528094530105591,0.9516084790229797
172,0.6014556288719177,0.5754228234291077,0.9548138380050659,0.9547393321990967
173,0.6012642979621887,0.5763790011405945,0.9550989866256714,0.9513932466506958
174,0.6018449664115906,0.5762848854064941,0.9522056579589844,0.9511780142784119
175,0.6020486354827881,0.5757975578308105,0.9541429281234741,0.9546806216239929
176,0.6019366383552551,0.5765038132667542,0.9548725485801697,0.9518041610717773
177,0.6023189425468445,0.5765950083732605,0.9527088403701782,0.9528999924659729
178,0.6023929715156555,0.5764781832695007,0.9548305869102478,0.9542893171310425
179,0.6023874282836914,0.5763774514198303,0.9567930102348328,0.9562656283378601
180,0.6026327013969421,0.5768951773643494,0.9561053514480591,0.9546610713005066
181,0.6029337048530579,0.5771880149841309,0.9542770981788635,0.953506588935852
182,0.6031287908554077,0.577128529548645,0.9562814235687256,0.9564026594161987
183,0.6033487915992737,0.5778842568397522,0.9557782411575317,0.9544458389282227
184,0.6036714911460876,0.5777280926704407,0.9556776285171509,0.9542893171310425
185,0.6038982272148132,0.5781941413879395,0.9549899101257324,0.9545828104019165
186,0.6040972471237183,0.578885555267334,0.9534803628921509,0.9512758255004883
187,0.6044641137123108,0.5790343880653381,0.9497483968734741,0.9515889286994934
188,0.6043983101844788,0.5781233310699463,0.9569439888000488,0.9564026594161987
189,0.6045435667037964,0.5793769955635071,0.9545538425445557,0.9521563649177551
190,0.6047846674919128,0.5784990191459656,0.9556440711021423,0.9562265276908875
191,0.6045637130737305,0.5791459679603577,0.9571033120155334,0.9550328850746155
192,0.6049190759658813,0.5794320106506348,0.9554008841514587,0.9545240998268127
193,0.6054144501686096,0.579351007938385,0.9550318717956543,0.9562852382659912
194,0.6053117513656616,0.5799822211265564,0.9560633897781372,0.9528021216392517
195,0.6058781743049622,0.5800292491912842,0.9536229372024536,0.952763020992279
196,0.606032133102417,0.5798220038414001,0.9555350542068481,0.9548176527023315
197,0.6061112284660339,0.5799587368965149,0.9574052095413208,0.9562852382659912
198,0.6065972447395325,0.5808262825012207,0.9546544551849365,0.9521759748458862
199,0.6069715023040771,0.5808855295181274,0.9536480903625488,0.95401531457901
